"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2018.04.16	14:00:00	111466	111573	111179	111406	60574	207209	1"
"2018.04.16	15:00:00	111406	111466	110498	110879	91628	329015	1"
"2018.04.16	16:00:00	110879	111039	110605	110718	63503	239837	1"
"2018.04.16	17:00:00	110718	110785	110378	110378	24606	99859	1"
"2018.04.17	09:00:00	110932	111112	110418	110638	95044	306811	1"
"2018.04.17	10:00:00	110638	111253	110585	110945	150255	519740	1"
"2018.04.17	11:00:00	110945	111446	110839	111406	90680	340049	1"
"2018.04.17	12:00:00	111406	112148	111359	111840	76546	294865	1"
"2018.04.17	13:00:00	111834	112121	111834	112001	45138	164429	1"
"2018.04.17	14:00:00	111994	112395	111900	112074	66581	269341	1"
"2018.04.17	15:00:00	112067	112455	112054	112174	69127	269572	1"
"2018.04.17	16:00:00	112174	112508	112087	112301	58061	215820	1"
"2018.04.17	17:00:00	112308	112502	112234	112341	26772	95212	1"
"2018.04.18	09:00:00	112646	113434	112606	113322	60025	187347	1"
"2018.04.18	10:00:00	113315	113911	113295	113626	104926	369688	1"
"2018.04.18	11:00:00	113626	114236	113481	114209	84401	322323	1"
"2018.04.18	12:00:00	114209	114521	114150	114328	57488	224075	1"
"2018.04.18	13:00:00	114328	114501	114196	114474	49129	188560	1"
"2018.04.18	14:00:00	114468	115090	114468	114951	73906	296663	1"
"2018.04.18	15:00:00	114951	115103	114772	114812	54431	218095	1"
"2018.04.18	16:00:00	114812	114944	114547	114620	60200	245038	1"
"2018.04.18	17:00:00	114620	114733	114196	114196	32024	142230	1"
"2018.04.19	09:00:00	114593	114812	114116	114328	93159	310763	1"
"2018.04.19	10:00:00	114328	114872	113944	114713	187000	636541	1"
"2018.04.19	11:00:00	114719	114898	114222	114726	113237	406330	1"
"2018.04.19	12:00:00	114726	114772	114064	114097	91590	334986	1"
"2018.04.19	13:00:00	114097	114613	113931	114395	76548	278439	1"
"2018.04.19	14:00:00	114401	114421	113726	114189	84238	316527	1"
"2018.04.19	15:00:00	114183	114428	113971	114342	66600	257566	1"
"2018.04.19	16:00:00	114342	114719	114269	114686	71195	254699	1"
"2018.04.19	17:00:00	114686	114693	114434	114560	21544	82520	1"
"2018.04.20	09:00:00	114408	114408	113812	113938	85633	252907	1"
"2018.04.20	10:00:00	113938	114282	113699	113885	120057	406749	1"
"2018.04.20	11:00:00	113885	113964	113500	113818	107641	402059	1"
"2018.04.20	12:00:00	113825	114136	113441	114030	73862	288124	1"
"2018.04.20	13:00:00	114030	114156	113852	114004	55641	204493	1"
"2018.04.20	14:00:00	114011	114381	113977	114282	55128	218678	1"
"2018.04.20	15:00:00	114282	114474	114044	114116	55539	223485	1"
"2018.04.20	16:00:00	114110	114309	113918	114242	59410	243075	1"
"2018.04.20	17:00:00	114242	114858	114222	114858	15306	75608	1"
"2018.04.23	09:00:00	114328	114474	113739	113852	57647	184565	1"
"2018.04.23	10:00:00	113858	113918	113143	113255	104206	375033	1"
"2018.04.23	11:00:00	113262	113891	113024	113832	91117	356531	1"
"2018.04.23	12:00:00	113838	114521	113746	114169	79188	319258	1"
"2018.04.23	13:00:00	114163	114388	114044	114203	48584	193916	1"
"2018.04.23	14:00:00	114203	114448	114057	114368	57288	210585	1"
"2018.04.23	15:00:00	114368	114408	113461	113726	88663	349819	1"
"2018.04.23	16:00:00	113726	114156	113593	114064	65564	260657	1"
"2018.04.23	17:00:00	114057	114448	114037	114448	30309	121778	1"
"2018.04.24	09:00:00	115057	115203	114567	114766	93475	298660	1"
"2018.04.24	10:00:00	114759	115640	114713	115534	144349	504403	1"
"2018.04.24	11:00:00	115527	115587	114547	114733	127575	491647	1"
"2018.04.24	12:00:00	114733	115057	114521	114699	95796	380325	1"
"2018.04.24	13:00:00	114706	114872	114315	114328	75069	299465	1"
"2018.04.24	14:00:00	114328	114401	113739	113812	100126	413088	1"
"2018.04.24	15:00:00	113812	114123	113514	114090	93720	377568	1"
"2018.04.24	16:00:00	114090	114289	113832	113951	75157	300327	1"
"2018.04.24	17:00:00	113951	114123	113931	114103	15848	65284	1"
"2018.04.25	09:00:00	113368	113474	112500	112851	104885	309838	1"
"2018.04.25	10:00:00	112851	113136	112467	112507	145831	469742	1"
"2018.04.25	11:00:00	112500	113289	112494	113116	137819	460137	1"
"2018.04.25	12:00:00	113116	113494	112957	113037	87404	308043	1"
"2018.04.25	13:00:00	113030	113507	113030	113401	67107	225329	1"
"2018.04.25	14:00:00	113401	113732	112924	113646	90570	322781	1"
"2018.04.25	15:00:00	113646	113885	113447	113606	77407	283266	1"
"2018.04.25	16:00:00	113613	113785	113361	113540	60418	234256	1"
"2018.04.25	17:00:00	113540	113931	113441	113931	18844	76255	1"
"2018.04.26	09:00:00	114064	114282	113852	114037	69549	220673	1"
"2018.04.26	10:00:00	114037	114368	113706	114189	134581	461640	1"
"2018.04.26	11:00:00	114189	114713	114004	114627	83632	302319	1"
"2018.04.26	12:00:00	114627	114944	114395	114481	67590	250342	1"
"2018.04.26	13:00:00	114474	114752	114448	114627	40165	154869	1"
"2018.04.26	14:00:00	114640	114686	114441	114613	41207	161411	1"
"2018.04.26	15:00:00	114620	115296	114587	115216	65513	245481	1"
"2018.04.26	16:00:00	115216	115375	115057	115322	45349	173660	1"
"2018.04.26	17:00:00	115322	115746	115262	115620	24123	102726	1"
"2018.04.27	09:00:00	115481	116130	115216	116110	83105	266831	1"
"2018.04.27	10:00:00	116110	116296	115713	115772	115597	409542	1"
"2018.04.27	11:00:00	115766	115991	115170	115527	119264	496340	1"
"2018.04.27	12:00:00	115521	115726	115309	115561	63099	275366	1"
"2018.04.27	13:00:00	115567	115832	115375	115786	50250	196129	1"
"2018.04.27	14:00:00	115786	115832	115302	115455	48408	188709	1"
"2018.04.27	15:00:00	115448	115541	115322	115455	34731	136828	1"
"2018.04.27	16:00:00	115455	115600	115017	115209	54329	226358	1"
"2018.04.27	17:00:00	115216	115441	115137	115216	21905	91160	1"
"2018.04.30	09:00:00	115455	115587	115236	115521	37853	110394	1"
"2018.04.30	10:00:00	115514	115719	115309	115455	84588	268949	1"
"2018.04.30	11:00:00	115455	115633	114925	115090	83040	292897	1"
"2018.04.30	12:00:00	115090	115243	114805	114898	53238	195430	1"
"2018.04.30	13:00:00	114898	114991	114779	114885	32668	117059	1"
"2018.04.30	14:00:00	114878	115037	114759	114971	38575	144491	1"
"2018.04.30	15:00:00	114978	114984	114680	114772	43859	156562	1"
"2018.04.30	16:00:00	114772	114819	114620	114660	41103	151857	1"
"2018.04.30	17:00:00	114673	114786	114262	114275	30309	101287	1"
"2018.05.02	09:00:00	114103	114368	113500	113666	80420	252190	1"
"2018.05.02	10:00:00	113659	113871	113024	113063	127148	411606	1"
"2018.05.02	11:00:00	113070	113308	112878	113169	97704	328062	1"
"2018.05.02	12:00:00	113169	113401	113116	113289	54289	183172	1"
"2018.05.02	13:00:00	113289	113289	112712	112798	53262	174798	1"
"2018.05.02	14:00:00	112798	113070	112725	113043	44540	146529	1"
"2018.05.02	15:00:00	113050	113673	112924	113434	100894	359948	1"
"2018.05.02	16:00:00	113441	113494	112480	112666	71240	282824	1"
"2018.05.02	17:00:00	112666	112745	112441	112600	19717	83443	1"
"2018.05.03	09:00:00	112712	112752	112116	112189	77793	233094	1"
"2018.05.03	10:00:00	112196	112659	111904	112547	148728	485078	1"
"2018.05.03	11:00:00	112547	112666	111328	111374	132865	480550	1"
"2018.05.03	12:00:00	111374	111493	110818	111076	90866	349231	1"
"2018.05.03	13:00:00	111083	111546	110897	111474	68699	266847	1"
"2018.05.03	14:00:00	111474	111858	111195	111692	81232	304916	1"
"2018.05.03	15:00:00	111692	111911	111295	111533	83052	323215	1"
"2018.05.03	16:00:00	111533	111672	110950	111083	69971	282293	1"
"2018.05.03	17:00:00	111076	111149	110758	110891	26645	125238	1"
"2018.05.04	09:00:00	111043	111175	110089	110506	113631	375317	1"
"2018.05.04	10:00:00	110513	110811	110182	110599	148710	506523	1"
"2018.05.04	11:00:00	110599	111368	110367	110970	115413	439542	1"
"2018.05.04	12:00:00	110970	111454	110818	111374	74949	302813	1"
"2018.05.04	13:00:00	111374	111546	111228	111401	52790	220229	1"
"2018.05.04	14:00:00	111407	111560	111255	111348	42510	171378	1"
"2018.05.04	15:00:00	111348	111447	111017	111017	54942	218688	1"
"2018.05.04	16:00:00	111023	111348	110805	111103	73196	308392	1"
"2018.05.04	17:00:00	111109	111142	110752	110752	26557	117885	1"
"2018.05.07	09:00:00	110884	110957	110540	110824	74070	227947	1"
"2018.05.07	10:00:00	110824	111321	110639	111275	119103	391937	1"
"2018.05.07	11:00:00	111275	111374	110970	111321	78913	272084	1"
"2018.05.07	12:00:00	111321	111467	110626	110705	79355	291529	1"
"2018.05.07	13:00:00	110712	111109	110685	110970	49497	178979	1"
"2018.05.07	14:00:00	110977	111308	110725	111222	54969	215061	1"
"2018.05.07	15:00:00	111228	111281	110679	110725	51964	201197	1"
"2018.05.07	16:00:00	110718	110811	109937	110189	88854	359781	1"
"2018.05.07	17:00:00	110189	110228	109904	109904	17319	75368	1"
"2018.05.08	09:00:00	109983	110400	109745	110109	84760	272461	1"
"2018.05.08	10:00:00	110102	110983	109400	109652	201694	716387	1"
"2018.05.08	11:00:00	109652	110612	109599	110275	116237	412246	1"
"2018.05.08	12:00:00	110275	110301	109705	110102	106084	392005	1"
"2018.05.08	13:00:00	110102	110593	110089	110182	76270	264408	1"
"2018.05.08	14:00:00	110189	111149	110142	110844	84084	303560	1"
"2018.05.08	15:00:00	110844	111096	110420	110599	92195	321285	1"
"2018.05.08	16:00:00	110599	110950	110500	110540	53290	193666	1"
"2018.05.08	17:00:00	110546	111036	110460	110930	25094	107780	1"
"2018.05.09	09:00:00	111348	111493	110851	111063	95372	291683	1"
"2018.05.09	10:00:00	111063	111103	110222	110606	152374	500754	1"
"2018.05.09	11:00:00	110599	111394	110566	110718	114071	430210	1"
"2018.05.09	12:00:00	110718	111566	110679	111500	79792	313466	1"
"2018.05.09	13:00:00	111500	112143	111487	111911	76205	303049	1"
"2018.05.09	14:00:00	111917	112235	111772	111990	60783	248725	1"
"2018.05.09	15:00:00	111997	112295	111725	112176	69492	287171	1"
"2018.05.09	16:00:00	112176	112540	112017	112368	67354	282877	1"
"2018.05.09	17:00:00	112374	112461	112156	112275	23381	100836	1"
"2018.05.10	09:00:00	112467	112957	112176	112931	88771	266201	1"
"2018.05.10	10:00:00	112931	113421	112778	113388	127944	415320	1"
"2018.05.10	11:00:00	113388	113858	113143	113587	100815	345535	1"
"2018.05.10	12:00:00	113587	114468	113520	114355	86264	317967	1"
"2018.05.10	13:00:00	114355	114580	114282	114309	51708	188314	1"
"2018.05.10	14:00:00	114309	114832	114236	114275	85395	314978	1"
"2018.05.10	15:00:00	114282	114507	114083	114249	71746	259535	1"
"2018.05.10	16:00:00	114249	114507	113977	114474	66194	249726	1"
"2018.05.10	17:00:00	114481	114487	114196	114348	21321	82376	1"
"2018.05.11	09:00:00	114521	114653	114110	114434	70300	222724	1"
"2018.05.11	10:00:00	114434	114891	113977	114786	132948	434662	1"
"2018.05.11	11:00:00	114772	115044	114163	114434	127592	480017	1"
"2018.05.11	12:00:00	114428	114527	113818	114163	79774	307146	1"
"2018.05.11	13:00:00	114169	114189	113315	113500	72362	275493	1"
"2018.05.11	14:00:00	113500	114136	113408	113958	58834	211138	1"
"2018.05.11	15:00:00	113964	114196	113666	113812	66935	249456	1"
"2018.05.11	16:00:00	113812	113852	113375	113394	53144	209268	1"
"2018.05.11	17:00:00	113401	113752	113275	113752	22833	93738	1"
"2018.05.14	09:00:00	113838	114222	113772	114030	50746	146652	1"
"2018.05.14	10:00:00	114030	114507	113752	114368	123248	386595	1"
"2018.05.14	11:00:00	114368	114567	113706	114216	119650	426507	1"
"2018.05.14	12:00:00	114209	114448	113752	113845	73037	260081	1"
"2018.05.14	13:00:00	113845	114050	112964	113010	87873	314802	1"
"2018.05.14	14:00:00	113010	113070	112613	112944	83777	312395	1"
"2018.05.14	15:00:00	112937	113328	112778	113295	61461	225561	1"
"2018.05.14	16:00:00	113302	113527	113130	113507	56216	213489	1"
"2018.05.14	17:00:00	113500	113732	113322	113732	19792	80756	1"
"2018.05.15	09:00:00	113176	113216	112023	112136	114132	345156	1"
"2018.05.15	10:00:00	112136	112268	111421	111593	155814	513572	1"
"2018.05.15	11:00:00	111586	112706	111520	112527	129446	468493	1"
"2018.05.15	12:00:00	112520	113401	112388	113083	105456	403911	1"
"2018.05.15	13:00:00	113083	113348	112812	113123	75456	287926	1"
"2018.05.15	14:00:00	113130	113242	112686	112699	75148	287148	1"
"2018.05.15	15:00:00	112692	113123	112507	112798	90905	347960	1"
"2018.05.15	16:00:00	112798	113315	112739	113255	71309	287433	1"
"2018.05.15	17:00:00	113249	113832	113202	113640	31450	141757	1"
"2018.05.16	09:00:00	113408	113640	112884	113030	92354	296885	1"
"2018.05.16	10:00:00	113030	115249	113017	115084	165546	573410	1"
"2018.05.16	11:00:00	115084	115349	114752	115309	105738	381476	1"
"2018.05.16	12:00:00	115302	115335	114772	114958	64664	237986	1"
"2018.05.16	13:00:00	114964	115190	114832	115143	48356	171821	1"
"2018.05.16	14:00:00	115143	115150	114733	114911	59418	213330	1"
"2018.05.16	15:00:00	114911	115044	114627	114799	57566	203613	1"
"2018.05.16	16:00:00	114792	115110	114494	114997	64495	249946	1"
"2018.05.16	17:00:00	114997	115203	114964	115050	23807	96290	1"
"2018.05.17	09:00:00	114501	114713	113653	114189	114664	368782	1"
"2018.05.17	10:00:00	114183	114381	112971	113282	168345	559706	1"
"2018.05.17	11:00:00	113282	113507	112944	113282	110106	373072	1"
"2018.05.17	12:00:00	113282	113315	112759	112964	76012	272475	1"
"2018.05.17	13:00:00	112964	113202	112341	112514	84445	303512	1"
"2018.05.17	14:00:00	112507	112725	111977	112003	82424	308410	1"
"2018.05.17	15:00:00	112010	112070	111553	111560	89598	331013	1"
"2018.05.17	16:00:00	111573	111772	110725	111288	102324	419861	1"
"2018.05.17	17:00:00	111288	111394	110838	111003	29910	138815	1"
"2018.05.18	09:00:00	111533	111666	109142	109281	171204	511011	1"
"2018.05.18	10:00:00	109281	110434	108950	109559	196123	632366	1"
"2018.05.18	11:00:00	109559	110341	109294	109910	132718	475800	1"
"2018.05.18	12:00:00	109917	109957	109195	109268	84688	311156	1"
"2018.05.18	13:00:00	109261	109268	108175	108407	91911	336595	1"
"2018.05.18	14:00:00	108413	108996	108135	108930	81150	323922	1"
"2018.05.18	15:00:00	108937	110169	108784	109977	124302	483109	1"
"2018.05.18	16:00:00	109983	110540	109778	110149	80895	307531	1"
"2018.05.18	17:00:00	110149	110612	109970	110122	26603	105049	1"
"2018.05.21	09:00:00	110871	111553	110838	111387	93919	270002	1"
"2018.05.21	10:00:00	111387	111500	110109	110261	174127	531643	1"
"2018.05.21	11:00:00	110261	110718	109950	110520	142939	485547	1"
"2018.05.21	12:00:00	110520	110665	109685	109917	90178	340399	1"
"2018.05.21	13:00:00	109924	109924	108930	109407	90907	343470	1"
"2018.05.21	14:00:00	109407	109897	109142	109321	89576	353234	1"
"2018.05.21	15:00:00	109321	109347	108400	109076	111799	449210	1"
"2018.05.21	16:00:00	109069	109255	108718	108956	73086	302830	1"
"2018.05.21	17:00:00	108950	109149	108771	109036	25634	105951	1"
"2018.05.22	09:00:00	109228	109930	109122	109420	108498	331786	1"
"2018.05.22	10:00:00	109420	109857	108586	108917	191866	629797	1"
"2018.05.22	11:00:00	108923	109261	108334	108976	154973	515677	1"
"2018.05.22	12:00:00	108976	109778	108963	109659	84003	310175	1"
"2018.05.22	13:00:00	109665	109725	109208	109361	63813	241549	1"
"2018.05.22	14:00:00	109354	110169	109062	110023	84061	328504	1"
"2018.05.22	15:00:00	110023	110573	109864	109930	98712	366093	1"
"2018.05.22	16:00:00	109930	110930	109731	110136	103718	410311	1"
"2018.05.22	17:00:00	110129	110314	109804	109831	23998	106135	1"
"2018.05.23	09:00:00	108645	108890	108036	108486	125604	365566	1"
"2018.05.23	10:00:00	108486	109155	108327	108791	151403	465384	1"
"2018.05.23	11:00:00	108798	109003	107758	107830	127774	409753	1"
"2018.05.23	12:00:00	107824	108261	107777	108109	72138	230100	1"
"2018.05.23	13:00:00	108109	108374	107890	108042	79041	271173	1"
"2018.05.23	14:00:00	108036	108301	107930	108254	53530	172877	1"
"2018.05.23	15:00:00	108254	108784	107599	107658	139309	458240	1"
"2018.05.23	16:00:00	107652	108162	107387	107459	84022	303758	1"
"2018.05.23	17:00:00	107459	107811	107281	107678	30215	119859	1"
"2018.05.24	09:00:00	105532	105651	105267	105373	83410	252906	1"
"2018.05.24	10:00:00	105380	106148	104810	105638	198718	607299	1"
"2018.05.24	11:00:00	105638	106075	104896	105327	151850	444201	1"
"2018.05.24	12:00:00	105327	105923	105287	105625	92897	306816	1"
"2018.05.24	13:00:00	105631	105717	105240	105486	67290	220510	1"
"2018.05.24	14:00:00	105492	106340	105207	106062	94514	307174	1"
"2018.05.24	15:00:00	106055	106579	105784	106353	88516	322391	1"
"2018.05.24	16:00:00	106347	106698	106141	106526	76153	302561	1"
"2018.05.24	17:00:00	106526	106711	106241	106373	29696	118962	1"
"2018.05.25	09:00:00	106413	107168	106002	106969	94265	294761	1"
"2018.05.25	10:00:00	106976	107055	105605	105784	197996	622448	1"
"2018.05.25	11:00:00	105790	106406	105691	105962	124307	433229	1"
"2018.05.25	12:00:00	105969	106082	105373	105856	75947	278788	1"
"2018.05.25	13:00:00	105863	106022	105293	105452	69880	268893	1"
"2018.05.25	14:00:00	105459	105532	104856	104923	78337	299056	1"
"2018.05.25	15:00:00	104916	105042	104379	104691	92728	362547	1"
"2018.05.25	16:00:00	104691	104830	104320	104651	80870	311044	1"
"2018.05.25	17:00:00	104658	105141	104605	104777	30250	117117	1"
"2018.05.28	09:00:00	103916	104240	102869	103306	118718	349179	1"
"2018.05.28	10:00:00	103306	103479	101690	102107	179504	473368	1"
"2018.05.28	11:00:00	102114	102127	100882	100895	124399	360093	1"
"2018.05.28	12:00:00	100889	100975	100418	100889	91816	306250	1"
"2018.05.28	13:00:00	100882	101650	100703	101405	81801	315718	1"
"2018.05.28	14:00:00	101405	101849	101081	101683	67106	245078	1"
"2018.05.28	15:00:00	101683	101770	100836	101326	65891	239544	1"
"2018.05.28	16:00:00	101319	101458	99948	100054	86497	311835	1"
"2018.05.28	17:00:00	100041	100213	99504	99623	32819	149945	1"
"2018.05.29	09:00:00	99153	101683	99113	101664	189627	533653	1"
"2018.05.29	10:00:00	101657	102439	101213	102333	225403	633747	1"
"2018.05.29	11:00:00	102326	102498	101544	101604	160738	488527	1"
"2018.05.29	12:00:00	101604	102048	101087	101418	131366	467156	1"
"2018.05.29	13:00:00	101425	102121	100988	102114	115800	421593	1"
"2018.05.29	14:00:00	102107	102233	101048	101048	129143	483510	1"
"2018.05.29	15:00:00	101048	101074	100047	100723	145748	570204	1"
"2018.05.29	16:00:00	100723	101048	100379	100769	87930	350401	1"
"2018.05.29	17:00:00	100763	100915	100657	100657	17429	83609	1"
"2018.05.30	09:00:00	101160	101756	100365	100504	138551	422962	1"
"2018.05.30	10:00:00	100511	101478	100445	100696	206214	600292	1"
"2018.05.30	11:00:00	100696	101008	100114	100869	210765	623825	1"
"2018.05.30	12:00:00	100862	102220	100849	102121	161157	475915	1"
"2018.05.30	13:00:00	102121	102366	101332	101591	103905	332628	1"
"2018.05.30	14:00:00	101584	102399	101445	101849	100830	351660	1"
"2018.05.30	15:00:00	101849	102160	101445	102054	95318	341916	1"
"2018.05.30	16:00:00	102061	102134	101379	101763	93115	321437	1"
"2018.05.30	17:00:00	101763	102379	101644	102379	36431	137191	1"
"2018.06.01	09:00:00	102776	102876	102028	102637	122674	362943	1"
"2018.06.01	10:00:00	102637	103730	102465	103532	152174	467546	1"
"2018.06.01	11:00:00	103532	103697	99921	100173	230139	695254	1"
"2018.06.01	12:00:00	100180	101803	100140	101021	178124	572786	1"
"2018.06.01	13:00:00	101021	101968	100816	101677	91580	294776	1"
"2018.06.01	14:00:00	101677	102743	101524	102584	93970	317838	1"
"2018.06.01	15:00:00	102591	102836	102246	102492	84563	329604	1"
"2018.06.01	16:00:00	102498	103021	102319	102942	58605	239056	1"
"2018.06.01	17:00:00	102949	103028	101339	102949	76080	251273	1"
"2018.06.04	09:00:00	103485	103989	103339	103697	96113	277432	1"
"2018.06.04	10:00:00	103697	104240	103465	103856	181168	523752	1"
"2018.06.04	11:00:00	103856	104227	103227	104095	158971	522082	1"
"2018.06.04	12:00:00	104088	104307	103406	103684	108607	379515	1"
"2018.06.04	13:00:00	103684	103995	103412	103690	83895	299035	1"
"2018.06.04	14:00:00	103697	104128	103644	104055	68773	239449	1"
"2018.06.04	15:00:00	104055	104181	103816	104148	58529	203111	1"
"2018.06.04	16:00:00	104148	104353	103803	104148	72208	273956	1"
